11100011110110010111100111101010 00101001100011011001110110010001 00000111011100000000010101001101 10101100100010000000001101110010 10000101110100100010000110101101 00111111000001111110011000001000 10010101010100111011101111000111 11111011011101111100110010110110 00110100001110110111100011111101 01110000111110111100010101111100 01111001001001000101011001011110 01110001000000101000111011101111 10111010000100110001011011110101 01011010010101101101100011001101 01001111011101110001111111101000 00110000001001001001001110010100 00000100000011100001001010101000 00100011111000010101010000010011 00101111010111010011010110110100 01100000010100111100101010010111 00001101100110110010111011100100 10011111110111111001011000101100 01111000010111101010111011100100 00001011101011011110110011001001 11001101110010100000011100011110 10001110011101000011000011001010 01111000111111100000110000000010 11101011010101011001000010110000 00001100011010111110110001100011 01110001101010111011011110100101 10001100100010011111100010011110 11011101110011100001111001100010 01011101010011
00010000001111010010011001000110 11010001101100101100111000011111 01000101110000110011000101001100 01110100000100011011111010100001 00011010111100001100111010110011 01100001111011010010110111101110 00001001101101111100001001000110 01000101001011011101001000110000 01001011001111011010110001001100 00101100111010100011011000001011 01100101011101000010000011100011 00001101101011000100111000000100 01011100000100111010101100011000 11100011101110000110011010100001 10010011111000110110111111011111 11000000110011010101010000001000 11100100111000100010101000100100 11000011111011011110111010100110 10010001100110110010101000001000 01001100110110001111101000100101 01001100001101001001101101000101 01010110001101010100110110011001 10011000101010110001000011010111 00100001001010001111110011101110 00111010011000010010111010011100 01000011110111000001111111010001 01000000011011000110001101111010 01111111111101101101011000100011 10001111001011010101101000101011 10010111000011110000100111100100 11100011011100010000110000100011 01011111101010000000011111111000 01011011010100
11110010001001000110100011111110 00011000011111100111010000011100 10101100000010101110000110000000 11101111010101001111011001001101 10110111100001111110111101010111 10100001110101100010100111101010 01101100111100100111111110001000 10001000110011100111101110001110 00001111010110000001000111110011 10000000110000010110111111000111 11100001010011011001010110111110 10110010111000010101111011001001 11101000101110000000010011110011 01010101100100011100101000111100 01011000110010000100000100000110 01000010110000010111111110111010 00100110011101000111010110001100 10110001101010000110111011010110 10010110010100101000000101101111 00100001000011010001010001110111 00011010110010011110000110001000 01111101011000111111100010011001 10010010010110000011011001010001 01110101111110110011110000001101 11100110111100010100001010000111 01100110000110101101000010101000 11010100010100111111001011101111 00001101101011101110001110001011 00010010110110110100000100101011 10011100000000000000001101100010 00101101100010111001111010011111 01011111011110000100110111010100 01010100101000
00010010001000100111110001111001 00000000000001101000100001101100 01110101011001010011001000100101 10001001011110010000111001111111 00000001011111100001101011100101 10000000111011100111101001001001 00000100111000011010001110001001 01010010100001100010100111010100 10111111101101100110010000100110 11111101110010101110100100110100 01011101010010100101111011111011 01000011000010011011001101101001 11000101011110010100101000010110 11001010010111111011100011000001 00011000111010001001000001011100 00101000110111110000000010010011 01011111001100011010101101010001 11010011101001011110010100010001 01000000011001011111001010100111 10000111111011111100001010000010 11001101001101101110111110100110 11000100010011110010101011110100 11000001010011111100011100011100 10101010111110111010010110110010 00011001010111010010100110010100 01111110000010110110011100010111 11110000111110100001101011011001 00001100011110011011011100101100 01101010100001000100111101100000 10011001011101100000101110111000 00010111010111001101101110010000 00001101001100011111000010000011 01001100001110
10111011011011111111000011011000 10001011000111011100000110101110 11111011100100110100000000101111 10111111110110110110111110110101 10011100010110011111101101110000 00010011011111000011100000001110 01011101111011000101000111101001 00101010100011001011011011100011 11000011110100101101100101001000 00001110000011111000110011110110 10110000101000001111011010111000 01000111010011011011000100100000 10101010111001100001100010001100 10100011100100001100001101111100 00110001101101000010100010000111 01110111001011000101001011110111 11011000000000001011100011010111 01110110011000110010101000000111 10001101001100100000101101111110 11100100100011010011000101111001 01011011101111011111011101001111 01011110010111111001101010000000 10010011011001101010100101101010 11011110010011110111101010110000 01010011001110100011001110111110 00011000001000110110101011000011 11110110110110001000100010011010 01100101011011101001101011000010 10000000000011011001111011101110 01001010100101010001100010111001 00111110100111101011000110011100 01000010110100010111011000101101 01010001010010
00001101011000000001010100110110 01011000000010110100111100111010 11111010101011100011110010100011 01000011010100000001000100111101 01100010010101110111101101000111 01111011111010000000110110101111 11111000100101101011110111011001 01010101001110101101001010111001 10000010010011000010111110011110 01111001001101011001000010100101 10001111110011100001111000110001 10100111100101000001010010100101 10100111101011110001001000010110 11010110010100011010000000001001 10000100111001100000110001111010 01010010000100011000010001010111 00111001011000011111101111011011 01011001101100110011110111011111 01001011010100011000011000011100 01110111011000010010010111010010 00100110010011111111101000110001 00000000100100000111000011110100 11001101110011101100110000100000 01000001101011001011001011101001 01001111111101111011011010110101 01111011010011010001010011011100 01011000101000011011001110110100 00000001110101100000111101111001 11100010011001001110101111111110 01111001000100111010101010010001 10100011111111000000111001101101 01111110111110101111010000100010 01010011110000
10011101101111111010000001100100 00011001011100100100011101101001 01011010010000011101100110110100 00110101011010001110000101101001 10001001000111001010111000110111 00111100000001011101011110001001 01111100000111101010001100011010 01100110101011110111000100001010 10100101001000000100011011000101 00001010001010011110000100110100 10011101110010110000011010100100 01010010100000010100111001000011 10000010010101100111111111101101 01001111101001110101110001001001 10111011111011011100111001100010 00010110010101111111011111001001 01001011111111101111100000010110 00111010111100111010001001000001 01000001011101101000001111111110 11101100000011000101101100111001 00111000101011101011000110101010 00010000000101010111000011001101 10011110000001111100010011101000 11100011101000110101110000010101 10010100011111011011100001101011 01010110001010111000011100111101 10111011011110000011101011111010 11101101101000011010111111100101 10000101110111010000001001101110 11001001001111111011111011110000 01010001100001010111001111011111 11101011001010101100001111010001 01010011100001
00110000010001110011111100000010 01010111101101111110011010101111 00001010100100100110100111001100 01011011111000111001110110001110 10100111111011100101000001101001 01111111101001011101000000001101 10100111000000111001100001101010 01011010000111101111110010000111 00101111101010101010100010001011 10000110011011100011011110011101 11000010111101000101100110111011 01111000110010111001110010011001 01000010001011000111000011100001 10110101100111000110101011011011 01011111011011101010001011111011 11011001100111010011110001010001 11000010011010110011101101000000 01111000001010100001101011010111 01101110101110111000010110011010 10111010010010011000001101010010 00111011110001001001000101100000 01110001101011110000101011010111 11101100010111010110010010101100 01100100011100001100011001101011 10010111001111110001111010011101 11100011110110000001011101111001 01110111010101111101000101011000 00111101011101100001001100111111 01100000111001110101010011111000 11000100001010100000011110010101 10001000011011011011011100001000 11100010000100101111010111101111 01010010001000
11110101000001000100111111010000 00010100110101001011011011011100 00101011011100111110010111101111 01111010010000110001100000001001 01010110100110111110000110101001 01011001000111111000100001101101 00001000011111111101110100100100 01000010011100100100011100111000 00011110110110100001000000000010 10000100011011110011100100000111 11111100011101101110110010010110 00010110001101110011011011110000 11101001010001011001101111110101 11100110000101101110101000001111 11011011100000110111001110101111 10101010100011111001111100100111 01101100001001100111000011101101 00111100100101011011011001101110 10001110001101101000101010100010 01100111010101110100111010001001 10000111010011100011101111000000 01000000001111101011011000001001 11011101101111101001111111110110 00010001000111011000000010111011 01000111000111001011001010010100 01111100110100001100100011111001 11001001000010110010010001010110 10101101000101111111111011110001 01001010000000010011000001011110 00101101100101111000111010011110 10101000001011100110000000010011 11000100011000010010111111110010 01011011101001
00000000001010101101011010111000 01111000010100110010101000000011 00101110011101100110000001111001 10001001111101111010000101000011 11000110000000100000101111011100 10011000100100010010100110101011 11011100110010111111001000100011 10101110101110000000011111010000 10001010110011010011011010001100 01111001111011110111001011110101 01010000100001110000010000000110 00001110110000011100011110001110 10100111111111000101011100001110 11110110001001011101000101000101 00110101001010000111111100101010 10011110000110001000111010111011 00111011100110111000001001011000 01111011110011101101101000010000 01101101011000001000000000001110 10011010111011001011111100111000 11001001111001100110110001100001 11100110110010000111101101101000 00001100011100111100000110101001 01110110101100010100100111001000 11010010000011111111110011101000 10100000111111010110011010111100 01110001011100001000111111011000 11111101000011110101010001100110 01111101001110101100100011011100 00001011010111010111110010001001 10100000110001001001001010001100 11101000111101011011010101101000 01010011111110
01001000101001101011000001010110 00011010001000110110111110011010 10011110111101101100010111001100 01110101001100111111100111110110 00000101101110000111100001111100 10010001001011000011101001101000 10100101111110010010111100110101 01010010001010010000011000011011 00110110011100010011101101001111 00000010000001011010101101101111 00100001110100010011010110110011 00110101011101110010110111101000 01110010001000101110001010101011 10110101010101110001011110010010 00000010111000101001001110110101 10111100001001000100001001110001 00100001111101101111101001010010 10001011011110111100100000101110 00101100011100010101111011010010 11101001110001111101000101011110 11000100010111101010101000100010 11101101111000000011110101100000 11011101001101010111111001110011 11100010100011101111011010100111 01101011010010000101100110110000 11001011000111011010111110010001 01110100110000000111110101110101 01110101110000101010000010100010 10100100110110011100010011001100 11100111001010110000111101101001 00001111011110101010010110101001 00111110100100111111101100111101 01010010001111
